date,open,high,low,close,volume
2020-01-01,98.99803360007132,101.66572863745017,99.81251366152334,100.99837918591798,800931
2020-01-02,99.65689957035926,101.57282160868154,99.56959980729894,100.71947558141325,8919
2020-01-03,101.43369886350757,102.74822426225924,101.4901110162112,102.03265955881362,944106
2020-01-04,105.34588941287916,106.29841306665473,103.83174260374436,105.18845499786535,758765
2020-01-05,105.76926926711971,106.3706770511514,104.43006793967704,104.69700201539123,205179
2020-01-06,104.93122372355353,104.84821483021257,103.50665638974844,104.20787937697249,97003
2020-01-07,106.28335209717376,109.16545367138175,107.55124585911473,107.55173639564852,282188
2020-01-08,108.80928239195688,109.88054880322345,107.27196746081653,109.21524886413962,931100
2020-01-09,108.27720717906685,108.8179753450828,107.23788920072754,108.19457293704195,650574
2020-01-10,109.0882179011085,110.91642599174386,107.09624211014231,109.375006961726,351022
2020-01-11,108.07413963351785,109.94915626280128,106.84724214686915,108.36596400103879,143269
2020-01-12,105.5117063389498,108.89192026591708,106.04711076170581,107.36126537139997,163299
2020-01-13,106.6384785364158,108.25113799001547,107.11946859503611,107.88207202358878,703928
2020-01-14,103.4135048673781,104.6283009152226,103.3367885410999,103.83188490778399,135821
2020-01-15,97.20809444948404,101.72682131305132,99.0455299154712,100.31093814289854,714379
2020-01-16,99.82463553194233,100.20168001118374,98.23276087325506,99.18918564802424,356105
2020-01-17,95.86591494022292,97.65034726195788,96.87904607907907,97.2001612384283,779757
2020-01-18,98.48479968994886,99.01525987641098,97.57669522758559,97.81298282462525,720846
2020-01-19,96.62795917110519,96.66991533518018,95.55258776258229,96.05268427227463,513383
2020-01-20,92.8698450274387,95.1491490042703,91.59356972363742,93.37753217369712,40873
2020-01-21,97.11729711851032,97.85949271037511,94.129574420623,96.15521769776072,193401
2020-01-22,96.43340853936299,96.96835227479946,94.66667522621651,95.72200513866352,220625
2020-01-23,95.5552273744731,97.46215668668647,94.82147561264519,95.85137118068813,781826
2020-01-24,92.76573121121974,94.12040245539649,92.3837060884761,93.15863671896348,351758
2020-01-25,93.16095771254395,93.42403262425167,91.658924119081,92.14985924496463,31184
2020-01-26,92.56879145127671,93.96043206901778,90.7959510477523,92.35451619239235,899354
2020-01-27,91.19567895557417,91.2661232348606,88.50480462168302,90.25281040094285,284922
2020-01-28,88.76114242020303,91.7268305203897,90.43039416144853,90.93352065351161,661063
2020-01-29,89.93617839149498,89.98038698138944,88.98642907247213,89.84769180505103,967487
2020-01-30,87.91603600090943,90.18117861695742,88.63272866635651,89.32505757605475,124041
2020-01-31,88.23379014804013,89.50247814514634,87.55942894816761,88.25655019509476,394816
2020-02-01,92.24114836522995,92.93629337235966,90.12843420805156,91.58737914460141,768222
2020-02-02,93.15506193320532,92.70919059477434,91.24766582059121,91.56265897249925,502271
2020-02-03,88.80503639310032,90.29989994498891,88.54051943428787,89.64606595726423,550528
2020-02-04,90.65393093570276,91.14358321181078,89.88985869757579,91.13302160952091,180019
2020-02-05,88.84982246035239,89.60392304981208,88.10864752079567,88.93478444533437,628549
2020-02-06,88.43674110481088,90.06423616574841,88.01520924080991,89.30706624113391,441562
2020-02-07,86.71485784972565,86.5989064496005,84.95238143603066,85.87452433727177,619181
2020-02-08,83.56479335777286,84.71827184960016,82.27827195310049,83.62340880599466,416773
2020-02-09,84.05568891178582,85.62635544000233,83.75273975212397,83.953301963685,797663
2020-02-10,85.73084048703221,86.1070871884047,84.4989959979248,85.20243786404296,136648
2020-02-11,85.43364904098507,86.25726098317577,84.67070749305861,85.49495877234526,799414
2020-02-12,84.60010043385367,86.03986000246614,85.01075253781379,85.29744038432804,971972
2020-02-13,84.73188455711026,85.68589963937373,84.39782753184875,84.78531646558899,320029
2020-02-14,81.61011859154841,82.79712759004904,81.82659108378866,82.31488327828227,195930
2020-02-15,81.22590921372664,81.99844184539923,79.94223331701693,81.1382953609819,131125
2020-02-16,81.19569953073349,81.37937495518756,79.87440763624672,80.39421923384717,89183
2020-02-17,81.14724637891133,83.01925429235753,81.62679532658885,82.11204508398907,555776
2020-02-18,81.41135441485534,83.69421945049115,81.51356802629194,82.67829259506964,846548
2020-02-19,79.85309697779745,80.78502182565957,79.66130874300919,79.81378873798892,521701
2020-02-20,79.7160014283315,80.42441721751534,80.30418015487955,80.33279633067811,957284
2020-02-21,79.74178419647771,80.76748799140368,79.06343752510725,79.71647798179083,500460
2020-02-22,78.89649375217563,79.1671009182984,78.42733979673798,78.64451396067923,351721
2020-02-23,77.9058799718153,79.97243528210778,79.37753805386285,79.61252265650542,444758
2020-02-24,81.83182276113274,81.63508528898326,80.22544410449675,81.27117403222009,286775
2020-02-25,81.83060875071621,83.80655862741766,81.60844356126675,82.79908355175671,336206
2020-02-26,81.40275667075028,82.1445507978522,80.28559267955902,81.42095258498327,169126
2020-02-27,80.38541357161279,81.04765283181331,79.66118385847382,80.9189790253229,178787
2020-02-28,81.00726196157656,82.46613487004312,80.13680559692236,81.45686886329115,60061
2020-02-29,84.46880300458797,83.294507237989,83.00836687821854,83.06177153095204,871309
2020-03-01,82.53221244308871,83.14976321029715,81.26158100580221,82.26955248250813,715363
2020-03-02,82.7061618850621,82.8820260796181,81.36203666355573,81.96463731673464,151544
2020-03-03,80.29195892799846,81.32764506183608,79.66884688665432,80.1709478136913,224262
2020-03-04,78.76100894300006,79.75575895732817,77.27359794737616,78.27568904526473,716648
2020-03-05,79.89015942488058,79.81082685100772,79.45081522802852,79.55810112545073,456813
2020-03-06,81.95363959609944,82.54164159565488,81.6439038878301,81.74563281040025,374982
2020-03-07,82.53173637306617,82.33148369139874,80.55312107588865,81.62798728827187,464941
2020-03-08,83.41320863259423,84.29631465434332,82.2469166518559,83.28286640455327,68363
2020-03-09,85.80436370913618,84.81674531008211,82.99118685782024,83.8874117179921,961903
2020-03-10,83.6074512563353,83.49416053151273,82.34823255589548,82.8120156994596,288836
2020-03-11,82.46221991114639,84.06298517184322,82.26839028620486,83.4127420539518,915504
2020-03-12,85.86658496171985,86.39845792631051,84.86567278001816,86.01845028537035,723901
2020-03-13,86.29815370417248,87.2409740291518,85.06060743824666,85.95683835383899,378993
2020-03-14,88.72866749129051,89.77972790387409,88.32438989371957,88.68920360206938,488447
2020-03-15,84.74006511441925,85.3898045795994,83.49930777567278,84.1619788527984,794022
2020-03-16,86.23877347356515,86.27965701848717,84.34289007199327,85.55687092019801,885903
2020-03-17,84.54070320300825,86.28153610906408,84.28014972190647,85.70595014726582,474857
2020-03-18,86.28635874550362,85.58755991837432,84.48209231658647,85.19494543036178,80123
2020-03-19,84.92739921279876,86.35812513807316,84.60447541013967,85.35144007413089,863160
2020-03-20,81.53636135609581,82.41895847645097,81.27121427808534,82.02515293839818,468232
2020-03-21,81.17629429020347,83.23708734909913,80.73666883044073,81.66557101327484,326087
2020-03-22,82.91599662848314,82.53567019978033,81.66739226839181,82.25093497457209,334878
2020-03-23,84.49212952812361,85.68148903510557,84.33961539906434,84.71838496876768,864524
2020-03-24,83.288426689888,85.34009084997862,82.5062950326018,83.8447801069792,385360
2020-03-25,82.15015714622052,83.57204665186738,80.934615393069,82.49992312519366,76859
2020-03-26,80.21032963263133,82.56466837747348,81.10949566257982,81.67616495235359,505176
2020-03-27,82.48471166464097,83.61430266797997,82.79706439989295,83.18526784739774,267117
2020-03-28,82.69606179175904,83.99284960441922,82.95407460190033,83.73401486464795,43144
2020-03-29,82.62850837557247,83.99903355494259,82.10067897087089,82.85151925525751,997223
2020-03-30,84.26237157235664,85.17383410613755,82.45267893073441,83.70639930140835,961817
2020-03-31,84.33360802455596,84.5237384714475,83.00747384444071,83.86907741641141,424387
2020-04-01,86.58434884317307,85.87779818103616,84.9934928684643,85.50970519765097,190898
2020-04-02,85.18927002434087,84.51060638791876,84.03009812367915,84.31744800223609,864827
2020-04-03,83.3239138056339,84.1935916769819,82.56647821804633,83.7667018397543,439981
2020-04-04,83.12820948165164,83.89625093717316,82.0321012358512,83.11235879063081,361647
2020-04-05,80.68861601219378,82.1674078767236,79.47972980398731,80.71489362901436,803770
2020-04-06,79.44780530171866,82.27955490036453,80.77545132371594,81.19433829380586,681270
2020-04-07,80.62585152179456,82.56006920580624,80.05291707173902,81.61937110048092,545085
2020-04-08,81.49116637143244,82.28069158059103,81.52311050627206,81.62771866962912,410778
2020-04-09,81.10516861442952,81.82119746503939,80.14492309080688,81.24563942870911,943529
2020-04-10,79.38265612709523,80.32288860512506,78.94232700696809,78.97803188244332,723620
2020-04-11,78.67949154056,79.1781536059479,77.84269981953929,78.3163841807508,100483
2020-04-12,76.40414674330596,77.82131858818967,76.39650941470698,77.78141645245658,677579
2020-04-13,76.9402818618377,77.05098911526541,75.45972039706318,76.54333064864878,411467
2020-04-14,76.43307789742906,76.73239397351485,75.74222772768054,76.29682153523626,755641
2020-04-15,77.3953483206004,77.474952262583,76.346250653881,76.91587538104775,506227
2020-04-16,80.72498755196318,80.89638649850662,79.03393819406988,79.87285158453969,99298
2020-04-17,80.03769569585296,80.91068203684314,79.14464966632394,80.15221956993003,932026
2020-04-18,81.56967192249273,81.34084718713733,79.25631328971511,80.5661494420547,21024
2020-04-19,79.73079268512042,81.7790652712995,79.82533110966693,80.44628228490242,42625
2020-04-20,76.68543927224248,77.92219141033021,77.26733373729869,77.41760709441434,830464
2020-04-21,77.70833435443548,78.87155759339778,76.54207104373249,77.37656516134153,994755
2020-04-22,77.18414587018279,77.98449733012679,76.87231660889766,77.46982945862949,640758
2020-04-23,81.59486365050462,82.23205702073973,81.09736305219874,81.38194198854328,300209
2020-04-24,82.6851489397886,81.76615870036318,80.13809554206652,81.06944931037641,533326
2020-04-25,81.88078616060228,82.42578091340847,80.83116127017584,81.55985216039402,587337
2020-04-26,81.67617514398707,82.49946103766398,80.5633088683306,81.50325007414548,925236
2020-04-27,78.92824397313181,80.5892337237588,79.1801964873891,79.62032002029605,911799
2020-04-28,80.07629276491924,81.96897753916514,80.44826420901249,81.46111527484254,193948
2020-04-29,82.63544662935776,83.05809415218172,82.41307504827238,82.69543937160742,898895
2020-04-30,84.91045972153566,85.9057883602601,83.52170219823208,84.0141378815332,987590
2020-05-01,82.23349805175863,83.12527752062687,81.77512446319818,82.49992165457654,910120
2020-05-02,85.18793516861366,85.9924095632138,83.25988901460845,84.84730505722254,483672
2020-05-03,83.67835936122701,82.66332888620956,81.35271698245157,82.50147802721625,151906
2020-05-04,84.6454375552541,84.19356566816526,82.19116346148016,83.47551460057407,322646
2020-05-05,87.58777680142786,88.03046041299457,85.72370901518052,87.21379021281562,252957
2020-05-06,85.64846956770235,86.56018920923574,83.1077279498101,85.50302338547576,629182
2020-05-07,83.25622977928292,84.84546509259654,83.67710287537913,84.54008342584252,319669
2020-05-08,84.17491217899561,85.62619736818843,83.26005283610056,84.70874213508054,580750
2020-05-09,83.6246045438671,84.21656010043662,82.59684783247525,83.86004649500849,759749
2020-05-10,80.6062492203365,82.24402499221493,80.08131285145173,81.29918789863582,961946
2020-05-11,81.61301430904084,81.80301245065178,79.8744283258361,81.41074665258826,832465
2020-05-12,81.22290351860968,80.15541900014874,79.06943419033014,79.69933267330981,901883
2020-05-13,81.67897702814942,81.1523199383351,79.85385650662319,80.45781915078565,706471
2020-05-14,79.18448683047328,79.36613283853505,78.07562888586214,78.9918416362329,196160
2020-05-15,82.11390646435541,82.0998910496636,80.7384751748788,81.47883268095197,940018
2020-05-16,79.62797556727664,80.53591297761503,79.28254395749883,80.21240662338562,715110
2020-05-17,80.86424160757507,79.76387986135036,78.27769137154675,79.6974004547571,127425
2020-05-18,79.73944443386432,82.22705465381642,80.38832453594956,81.00471096020466,972260
2020-05-19,79.75639266967094,79.31312322976996,78.36499150696,79.03493948495488,42523
2020-05-20,79.78877915008894,80.11832511692745,78.53215377446446,79.39530419213092,247484
2020-05-21,80.88228092214199,82.62007304863062,80.77634829918475,81.49829342302458,499741
2020-05-22,78.75504707868475,79.46636303282337,78.88588799042743,78.91982121382047,828638
2020-05-23,78.3133235520836,79.67708890181474,78.64943224675949,79.21178536884794,970284
2020-05-24,78.75535908080919,80.51088908931163,78.55466807353514,79.62457280544487,309742
2020-05-25,79.5925690459221,82.14028718665955,79.4892703767065,80.87940403957454,253043
2020-05-26,79.50866639714602,79.23079222930951,78.5695583623573,78.90307433238122,803689
2020-05-27,77.77285362190415,77.55736127872431,76.52355575764308,76.8465871495213,849742
2020-05-28,75.97426910315068,77.75684022799481,76.86470877560929,77.6529772723087,288124
2020-05-29,79.55158776882661,78.74316488211855,78.08605890346628,78.11558466692061,126433
2020-05-30,78.49848709759692,79.30642035113631,77.89750378189927,78.50791451375038,510151
2020-05-31,79.28292192697054,79.5065132756792,78.94944763883387,79.05378200624908,966188
2020-06-01,76.83761562321469,78.58755420031258,76.67219365811978,77.9858898756896,838978
2020-06-02,79.38383628352028,78.58080689803201,77.86687448367991,78.34898274443951,841542
2020-06-03,78.96738612005711,79.6280382428223,77.37017842754669,78.80956988294213,679261
2020-06-04,78.57639298643986,78.87862961553931,76.48214783099473,77.69162042691462,599648
2020-06-05,81.63005833440552,81.00954752580869,80.09964911361612,80.64549114552811,924939
2020-06-06,82.50013995297584,81.97403834198009,81.03559916718314,81.41337365142843,613628
2020-06-07,78.98117813490173,80.49125773947854,78.77850461091037,79.49653891415002,651548
2020-06-08,80.37978962183698,81.84092353101751,79.78396943865268,80.54729739881125,832741
2020-06-09,78.50914520611181,79.19251362813166,78.06570478645459,78.99234300716408,302054
2020-06-10,80.96393090948776,80.98039023101711,79.75476946624183,80.24565489105436,861818
2020-06-11,82.40020223841469,83.06434219727755,80.99904766781745,82.12681093040744,60394
2020-06-12,81.65357315687686,81.55648556694524,79.87473587035848,80.78981302032416,96419
2020-06-13,83.27799409918893,82.5578720564976,81.67808751409456,82.36152544675306,483640
2020-06-14,81.60989490945113,84.08279136768974,82.50949689164308,83.04428520737794,815429
2020-06-15,85.56125147907908,85.90644696611633,83.65475053395434,84.42091892233705,837707
2020-06-16,88.51878349411867,88.6130185139818,87.16632067281185,87.68502086490557,931248
2020-06-17,86.93356799819786,87.67844567581818,86.3576849583481,87.25573789451151,818569
2020-06-18,86.25089421883017,86.58923187210148,85.05402662884649,85.95024647385026,629892
2020-06-19,84.33026785214493,86.0262450347015,83.47985512624388,84.43468786889959,665435
2020-06-20,83.57995873568751,84.27683922729452,81.5039371764591,83.06821229669632,698016
2020-06-21,82.63218002127917,84.03503888819036,82.16573978441049,82.9402169853114,996656
2020-06-22,83.9079991843814,84.49195352802607,82.2535157138879,83.50805635393156,916495
2020-06-23,84.0279728156316,84.53358689913304,83.03534707639115,83.97145557163222,801049
2020-06-24,85.0032325561447,86.14031206533765,84.6201811737401,85.37220602586795,861874
2020-06-25,85.5567746388511,86.21508217577292,84.59134250433934,85.39440891638118,449658
2020-06-26,90.29266561210208,89.034026091745,87.06004333881087,87.91331839859969,758653
2020-06-27,86.84971419541611,88.98347150256659,86.45239113476443,87.44921056634178,902361
2020-06-28,92.10774128610126,93.77824942226111,91.85806155542099,92.33853553794313,382106
2020-06-29,92.8765657742686,93.77270075079784,93.25130254416638,93.50125928134025,96280
2020-06-30,91.39435079261322,92.93407360463655,90.69220521735815,91.91201431751794,117915
2020-07-01,90.69829442517737,91.19544421805102,88.66074833549646,89.96438802052583,719714
2020-07-02,91.48698058978239,92.02613971821597,89.58967416607118,90.8366966118255,622205
2020-07-03,90.42632757279904,91.0514331602948,89.4572418728464,90.43163003442963,974680
2020-07-04,92.67370404210327,93.98617069707741,90.46304016920298,91.73225900039202,110501
2020-07-05,93.33936890014041,92.93933036805865,91.3482237787956,92.60460387934071,980694
2020-07-06,92.31970609193716,92.89370319461517,91.18095834291415,92.46981621541039,502051
2020-07-07,89.52240277661136,91.9323039659875,90.39851042542362,90.91694575181461,76471
2020-07-08,88.93564813896948,90.01933572700673,87.80548723970368,88.20374842218808,909775
2020-07-09,87.56788934181769,87.92826598522511,86.71521634923572,87.41956926094953,631006
2020-07-10,88.94954937219528,89.7008836559256,88.0482180582444,88.92978609346378,279022
2020-07-11,88.89515475640364,90.68557557226073,88.52630638712085,89.3113887151538,470622
2020-07-12,87.76239787068094,87.9770634432736,87.05999675870441,87.1137065701699,846236
2020-07-13,87.72059969651008,88.14386935811586,85.78928172559822,87.41595835760936,744966
2020-07-14,87.88359144218416,89.22227999032903,87.33200292965869,88.0922185191642,443243
2020-07-15,85.48806736517791,87.53209931165539,85.60845860632843,86.54868212584714,881988
2020-07-16,87.74231033841288,88.13062623513328,85.4068050895965,86.81518570541354,914926
2020-07-17,87.44207388720342,88.34672426660303,86.76639398464374,86.9163125726768,901842
2020-07-18,85.16896426729103,85.93191696529348,84.31982154063759,84.95199441000626,459717
2020-07-19,83.2888787611781,86.54249654982148,84.87206165506286,85.56206957533699,255338
2020-07-20,86.49432013874691,87.48501205477582,85.8073375341545,86.5271089438852,71936
2020-07-21,88.20854471854373,89.5222887144416,87.61430321396006,88.4218214265051,943880
2020-07-22,89.74664688060287,91.23314330285264,88.74870987418677,90.30518052553383,230982
2020-07-23,88.51353631579475,88.72917563929123,86.67660429153906,87.85093358216994,881983
2020-07-24,86.83485627093789,87.59655677816819,84.9433275337287,86.21851456823687,961381
2020-07-25,87.49173923806072,88.64268169434936,86.21958023548144,87.111215915495,69645
2020-07-26,88.92441891080254,88.22766483438875,87.74665236363913,88.01096114111911,83285
2020-07-27,88.01319268621556,89.81592141082174,88.88680926393877,88.92224345975013,439652
2020-07-28,95.60929915163172,96.67473303085674,95.8190210388913,96.0450112414531,753765
2020-07-29,97.22057849534464,97.96834740673025,96.00168772603529,97.14791936781153,64235
2020-07-30,98.76137890803348,100.57332609576564,98.36994002907966,99.37952153870326,630935
2020-07-31,102.03046936157446,102.64588036213574,100.38739391495328,101.2938913601377,267185
2020-08-01,102.08627010725994,103.59085226540597,101.78506307713137,102.62216391760879,272320
2020-08-02,103.30116784813731,102.0213139330307,99.93160820314245,101.9771274143924,313420
2020-08-03,102.57279212346035,104.07266535416171,102.92752108668724,103.53688556770335,303908
2020-08-04,104.12240471027509,103.42534580283791,100.45643199365693,101.94887144031712,501202
2020-08-05,103.52621546166716,101.84279014097022,100.45150340956397,101.46714536399044,867496
2020-08-06,100.39172700119158,102.0884155692061,99.51269025032893,100.48694153993674,785464
2020-08-07,101.80526112039712,101.92045141058951,99.05295336257706,100.65162197098816,636757
2020-08-08,104.99850574423806,107.16860658378278,103.59552872931937,105.42063956663048,915886
2020-08-09,102.58533677385161,102.47101376001366,100.66235664596073,101.55628069347867,817461
2020-08-10,102.77858401908895,102.99138234794997,101.51874455253792,102.95977090600105,856612
